Title,Bedrooms,Bathrooms,Floor_no,Occupancy_status,Floor_area,City,Price_in_taka,Location,price
"This 1686 Sq Ft Apartment Is Ready For Sale At Khulshi, Yakub Future Park Housing",3.0,4.0,7,vacant,1686.0,chattogram,"৳11,296,200","Yakub Future Park Housing, Khulshi",11296200.0
"Buy This 1175 Sq Ft Flat With Nice Balconies, Located In 9 No. North Pahartali Ward",3.0,3.0,6,vacant,1175.0,chattogram,"৳5,875,000","West Khulshi R/A, 9 No. North Pahartali Ward",5875000.0
Well-constructed 1739 Sq Ft Flat Is Now Offering To You In West Khulshi R/a For Sale,3.0,3.0,4,vacant,1739.0,chattogram,"৳8,695,000","West Khulshi R/A, 9 No. North Pahartali Ward",8695000.0
"Take The Decision Of Buying This 1440 Sq Ft Flat In Bayazid, Hill View R/a",3.0,3.0,2,vacant,1440.0,chattogram,"৳6,192,000","Hill View R/A, Bayazid",6192000.0
Visit This Apartment For Sale In Kattali Near Uttar Kattali Alhaj Mostafa-hakim Degree College,3.0,3.0,1,vacant,1200.0,chattogram,"৳5,400,000","City Gate, 10 No. North Kattali Ward",5400000.0
This 3 Bedroom Apartment Is For Sale At Firingee Bazaar Near Firingee Bazaar Masjid,3.0,3.0,1,vacant,1235.0,chattogram,"৳6,175,000","Kobi Kazi Nazrul Islam Road, 33 No. Firingee Bazaar Ward",6175000.0
An Apartment Which Is Up For Sale At Firingee Bazaar Near To Firingee Bazaar Masjid,2.0,2.0,4,vacant,1003.0,chattogram,"৳5,000,000","Kobi Kazi Nazrul Islam Road, 33 No. Firingee Bazaar Ward",5000000.0
Visit This Apartment For Sale In Firingee Bazaar Near Bridge Ghat Baitur Riduan Jame Masjid.,3.0,3.0,1,vacant,1103.0,chattogram,"৳5,515,000","Kobi Kazi Nazrul Islam Road, 33 No. Firingee Bazaar Ward",5515000.0
A Shop Is Up For Sale In Nandan Kanan Near Aparna Charan City Corporation Girl&#039;s High School &amp; College.,,,5,vacant,852.0,chattogram,"৳3,500,000","Nandan Kanan, 22 No. Enayet Bazaar Ward",3500000.0
Offering you 890 SQ FT flat for sale in Ali Nagar,2.0,2.0,5,vacant,890.0,chattogram,"৳3,000,000","Ali Nagar, Bayazid",3000000.0
This 1320 Sq Ft Convenient Apartment Is Ready For Sale At 26 No. North Halishahar Ward,3.0,3.0,5,vacant,1320.0,chattogram,"৳5,544,000","26 No. North Halishahar Ward, Halishahar",5544000.0
This 1270 Sq Ft Amazing Apartment Is Ready For Sale At 26 No. North Halishahar Ward,3.0,3.0,6,vacant,1270.0,chattogram,"৳5,334,000","26 No. North Halishahar Ward, Halishahar",5334000.0
This 1270 Sq Ft Decent Apartment Is Ready For Sale At 26 No. North Halishahar Ward,3.0,3.0,7,vacant,1270.0,chattogram,"৳5,334,000","26 No. North Halishahar Ward, Halishahar",5334000.0
"Let Us Assists You To Buy This 1607 Sq Ft Flat In 16 No. Chawk Bazaar Ward, Percival Hill Road",3.0,3.0,5,vacant,1607.0,chattogram,"৳13,000,000","Chawk Bazar, 16 No. Chawk Bazaar Ward",13000000.0
Brand New Apartment Of 982 Sq Ft Is Available For Sale In 9 No. North Pahartali Ward,3.0,3.0,7,vacant,982.0,chattogram,"৳3,928,000","Akbarshah, 9 No. North Pahartali Ward",3928000.0
Select Your Next Residing Place At This Nice Flat Of 805 Sq Ft In 9 No. North Pahartali Ward,2.0,2.0,7,vacant,805.0,chattogram,"৳3,220,000","Akbarshah, 9 No. North Pahartali Ward",3220000.0
For Selling Purpose This 1102 Sq.Ft Flat Is Now Vacant In 9 No. North Pahartali Ward.,3.0,3.0,1,vacant,1102.0,chattogram,"৳4,408,000","Akbarshah, 9 No. North Pahartali Ward",4408000.0
"1250 Sq Ft Flat For sale At Bayazid, Polytechnic",3.0,3.0,6,vacant,1250.0,chattogram,"৳6,000,000","Polytechnic, Bayazid",6000000.0
An Apartment Which Is Up For Sale At Proshanti R/A Near To Proshanti Jame Masjid,3.0,3.0,2,vacant,1120.0,chattogram,"৳5,040,000","Proshanti R/A, 10 No. North Kattali Ward",5040000.0
At Chaw Bazar 1592 Square Feet Residential Apartment For Sale,3.0,3.0,1,vacant,1592.0,chattogram,"৳8,560,000","Munshi Pukur Par, 16 No. Chawk Bazaar Ward",8560000.0
View This 1650 Sq Ft Apartment Ready For Sale In Khulshi,3.0,3.0,7,vacant,1650.0,chattogram,"৳9,675,000","Yakub Future Park Housing, Khulshi",9675000.0
"For You, 1200 Sq Ft Flat Is Now For Sale In 4 No Chandgaon Ward",2.0,3.0,1,vacant,1200.0,chattogram,"৳7,500,000","Chandgaon Residential Area, 4 No Chandgaon Ward",7500000.0
A Beautiful Ready Flat With 3 Bedrooms Is Available For Sale At 16 No. Chawk Bazaar Ward,3.0,4.0,2,vacant,1760.0,chattogram,"৳16,000,000","Panchlaish Residential Area, 16 No. Chawk Bazaar Ward",16000000.0
"When Location, And Convenience Is Your Priority This 3 Bedroom Flat Is For You In Somobay Residential Area-bayazid .",3.0,3.0,2,vacant,1433.0,chattogram,"৳7,800,000","Somobay Residential Area, Bayazid",7800000.0
You Would Love To Stay In This 1870 Sq Ft Flat Up For Sale In East Nasirabad,3.0,3.0,2,vacant,1870.0,chattogram,"৳13,500,000","CDA Avenue, East Nasirabad",13500000.0
In 16 No. Chawk Bazaar Ward 1595 SQ FT flat is available for sale,3.0,3.0,5,vacant,1595.0,chattogram,"৳11,000,000","Chawk Bazar, 16 No. Chawk Bazaar Ward",11000000.0
Property In West Khulshi R/A – 815 Sq Ft Flat For Sale.,2.0,2.0,5,vacant,815.0,chattogram,"৳3,600,000","West Khulshi R/A, 9 No. North Pahartali Ward",3600000.0
A 1450 Sq.Ft Residential Apartment For Sale At 9 No. North Pahartali Ward,3.0,3.0,4,vacant,1450.0,chattogram,"৳7,500,000","Rose Valley Residential Area, 9 No. North Pahartali Ward",7500000.0
This 3888 Sq Ft Full Building Is Ready To Sale At Halishahar,7.0,8.0,,vacant,3888.0,chattogram,"৳12,000,000","38 No. South Middle Halishahar, Halishahar",12000000.0
100 Sq Ft Commercial Shop Is Ready For Sale At Reazuddin Bazar,,,,vacant,100.0,chattogram,"৳3,800,000","Reazuddin Bazar, 31 No. Alkoron Ward",3800000.0
This Shop Is Up For Sale In Bandartila Near Bandartila Bus Stop,,,1,vacant,163.0,chattogram,"৳4,575,000","39 No. South Halishahar Ward, Halishahar",4575000.0
"In Halishahar Near Navy Hospital, A 161 Sq. Ft Shop Is Vacant For Sale.",,,1,vacant,161.0,chattogram,"৳4,525,000","39 No. South Halishahar Ward, Halishahar",4525000.0
Take a Look at This 122 Sq Ft shop for sale in Halishahar Near To Halishahar Thana,,,1,vacant,122.0,chattogram,"৳3,550,000","39 No. South Halishahar Ward, Halishahar",3550000.0
Visit This Apartment For Sale In Halishahar Near Khalpar Mosque,3.0,3.0,8,vacant,1645.0,chattogram,"৳7,731,500","26 No. North Halishahar Ward, Halishahar",7731500.0
"An Apartment Up For Sale Is Located At Halishahar, Near To Halisahar Cantonment Public School &amp; College.",3.0,2.0,9,vacant,1224.0,chattogram,"৳5,100,000","26 No. North Halishahar Ward, Halishahar",5100000.0
"An Apartment Up For Sale Is Located At Lal Khan Bazaar , Near To Lalkhan Bazar Jame Mosjid.",3.0,3.0,8,vacant,1400.0,chattogram,"৳7,500,000","14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar",7500000.0
"This Constructed Flat For Sale In Lal Khan Bazaar , Near By Sun Shine School.",3.0,3.0,7,vacant,1372.0,chattogram,"৳7,200,000","14 No. Lalkhan Bazaar Ward, Lal Khan Bazaar",7200000.0
2000 Sq Ft Apartment Is Ready For Sale At Halishahar Housing Estate,3.0,3.0,3,vacant,2000.0,chattogram,"৳11,000,000","26 No. North Halishahar Ward, Halishahar",11000000.0
Envision Your Living Opportunity In This Apartment Of 2200 Sq Ft With Numerous Notions Of Contemporary Interior,3.0,3.0,5,vacant,2200.0,chattogram,"৳12,100,000","26 No. North Halishahar Ward, Halishahar",12100000.0
View This 2200 Sq Ft Apartment Available For Sale At Halishahar With 3 Beds,3.0,3.0,4,vacant,2200.0,chattogram,"৳12,100,000","26 No. North Halishahar Ward, Halishahar",12100000.0
2000 Sq Ft Flat Is Ready To Sale At Halishahar Housing Estate,3.0,3.0,4,vacant,2000.0,chattogram,"৳11,000,000","26 No. North Halishahar Ward, Halishahar",11000000.0
2000 Sq Ft Apartment Is Available For Sale At Halishahar,3.0,3.0,1,vacant,2000.0,chattogram,"৳11,000,000","26 No. North Halishahar Ward, Halishahar",11000000.0
A Finely Built 1428 Sq Ft Flat Is Up For Sale In Halishahar,3.0,3.0,5,vacant,1428.0,chattogram,"৳4,998,000","Sabujbag, Halishahar",4998000.0
Flat for Sale in Madarbari close to West Madarbari City Corporation Girls&#039; High School,2.0,2.0,3,vacant,990.0,chattogram,"৳3,960,000","1 No. Goli, 29 No. West Madarbari Ward",3960000.0
Visit This Apartment For Sale In Bakalia Near Haji Eqbal Jame Masjid,3.0,3.0,9,vacant,1170.0,chattogram,"৳4,600,000","17 No West Bakalia Ward, Bakalia",4600000.0
115 Sq Ft Commercial Shop Is Up For Sale In Patharghata,,,,vacant,115.0,chattogram,"৳2,000,000","Patharghata, Kotwali",2000000.0
"See This 950 Sq Ft Apartment For Sale Is All Set For You In 12 No. Sarai Para Ward, Double Mooring",2.0,2.0,5,vacant,950.0,chattogram,"৳3,400,000","12 No. Sarai Para Ward, Double Mooring",3400000.0
Buy This Beneficial Shop Area Of 150 Sq Ft In 9 No. North Pahartali Ward,,,4,vacant,150.0,chattogram,"৳3,000,000","Dhaka Trunk Road, 9 No. North Pahartali Ward",3000000.0
Buy This Opportunistic Shop Area Of 115 Sq Ft In 9 No. North Pahartali Ward,,,5,vacant,115.0,chattogram,"৳4,025,000","Dhaka Trunk Road, 9 No. North Pahartali Ward",4025000.0
"For Your Well-done Business A Shop Of 156 Sq Ft Is Ready For Sale In Dhaka Trunk Road, 9 No. North Pahartali Ward",,,4,vacant,156.0,chattogram,"৳3,120,000","Dhaka Trunk Road, 9 No. North Pahartali Ward",3120000.0
"105 Square Feet Commercial Shop For Sale At Dhaka Trunk Road, 9 No. North Pahartali Ward",,,5,vacant,105.0,chattogram,"৳3,675,000","Dhaka Trunk Road, 9 No. North Pahartali Ward",3675000.0
Buy This 110 Sq Ft Property As Your Shop Located At 9 No. North Pahartali Ward,,,5,vacant,110.0,chattogram,"৳3,850,000","Dhaka Trunk Road, 9 No. North Pahartali Ward",3850000.0
"150 Sq Ft Tasteful Shop Area For Sale In 9 No. North Pahartali Ward, Dhaka Trunk Road",,,4,vacant,150.0,chattogram,"৳3,000,000","Dhaka Trunk Road, 9 No. North Pahartali Ward",3000000.0
150 Sq Ft Shop For Sale In 9 No. North Pahartali Ward,,,4,vacant,150.0,chattogram,"৳3,000,000","Dhaka Trunk Road, 9 No. North Pahartali Ward",3000000.0
1994 Sq Ft Ready Apartment To Sale In Panchlaish,3.0,4.0,1,vacant,1994.0,chattogram,"৳15,000,000","Sugandha Residential Area, Panchlaish",15000000.0
An Apartment Of 1610 Sq.ft Is Up To Sale In Nasirabad Housing Society.,3.0,4.0,2,vacant,1610.0,chattogram,"৳10,500,000","Nasirabad Housing Society, Muradpur",10500000.0
"A 1524 Sq Ft Apartment Is Ready For Sale In Jalalabad Housing Society, West Khulshi.",3.0,3.0,4,vacant,1524.0,chattogram,"৳9,500,000","West Khulshi, 9 No. North Pahartali Ward",9500000.0
1700 Sq Ft Flat For Sale At 7 No. West Sholoshohor Ward,4.0,4.0,7,vacant,1700.0,chattogram,"৳9,500,000","Tayab Bag R/A, 7 No. West Sholoshohor Ward",9500000.0
"Lovely Apartment Of 2150 Sq Ft Is Up For Sale In Zakir Hossain Road, Khulshi",3.0,4.0,5,vacant,2150.0,chattogram,"৳13,000,000","Zakir Hossain Road, Khulshi",13000000.0
1450 Sq Ft Apartment Is Ready For Sale At 18 No. East Bakalia Ward,3.0,3.0,7,vacant,1450.0,chattogram,"৳6,500,000","18 No. East Bakalia Ward, Bakalia",6500000.0
"1650 Sq Ft Ready Comfortable Flat Is For Sale At Uttara Housing Society, Bayazid",3.0,3.0,3,vacant,1650.0,chattogram,"৳6,600,000","Oxygen, Bayazid",6600000.0
"Grab This Lovely Flat Of 1500 Sq Ft Is Up For Sale In Bakalia, Chattogram",3.0,3.0,5,vacant,1500.0,chattogram,"৳8,250,000","Dewan Bazar, Bakalia",8250000.0
1400 Sq Ft Ready Apartment To Sale In Bakalia,3.0,3.0,5,vacant,1400.0,chattogram,"৳7,700,000","Dewan Bazar, Bakalia",7700000.0
874 Sq Ft Apartment Space Is Available For Sale At 17 No West Bakalia Ward,2.0,2.0,6,vacant,874.0,chattogram,"৳4,800,000","17 No West Bakalia Ward, Bakalia",4800000.0
Grab This 3 Bedroom Apartment Up For Sale At Muradpur Beside Doctors Hospital .,3.0,3.0,10,vacant,1450.0,chattogram,"৳9,000,000","Mirzapul Road, Muradpur",9000000.0
Verify This 1520 Sq Ft Apartment For Sale At East Nasirabad,3.0,3.0,7,vacant,1520.0,chattogram,"৳10,000,000","Al-Falah Housing Society, East Nasirabad",10000000.0
This 1520 Sq Ft Apartment Is Up For Sale At East Nasirabad,3.0,3.0,1,vacant,1520.0,chattogram,"৳10,000,000","Al-Falah Housing Society, East Nasirabad",10000000.0
Buy This 1425 Sq Ft Ready Apartment In 22 No. Enayet Bazaar Ward,3.0,3.0,6,vacant,1425.0,chattogram,"৳8,550,000","Jubilee Road, 22 No. Enayet Bazaar Ward",8550000.0
A Nice Flat With Three Bedroom Is Up For Sale In Nasirabad Housing Society,3.0,4.0,1,vacant,1900.0,chattogram,"৳14,250,000","Nasirabad Housing Society, Muradpur",14250000.0
1200 Sq Ft Residential Apartment Is On Sale In Bayazid.,3.0,3.0,7,vacant,1200.0,chattogram,"৳5,000,000","Raufabad Residential Area, Bayazid",5000000.0
Well Organized Flat Of 864 Sq Ft Is Now Ready For Sale In 17 No. West Bakalia Ward,2.0,2.0,5,vacant,864.0,chattogram,"৳4,800,000","17 No West Bakalia Ward, Bakalia",4800000.0
Get Ready To Buy This 874 Sq Ft Apartment Located In 17 No. West Bakalia Ward,2.0,2.0,5,vacant,874.0,chattogram,"৳4,800,000","17 No West Bakalia Ward, Bakalia",4800000.0
Well Built And Lovely Flat Of 1760 Sq Ft Is Available For Sale At Panchlaish Residential Area,3.0,3.0,10,vacant,1760.0,chattogram,"৳14,000,000","Panchlaish Residential Area, 16 No. Chawk Bazaar Ward",14000000.0
At 16 No. Chawk Bazaar Ward 1607 Sq Ft Splendid Flat For Sale,3.0,3.0,7,vacant,1607.0,chattogram,"৳13,000,000","Chawk Bazar, 16 No. Chawk Bazaar Ward",13000000.0
Get Comfortable In A Nice Flat For Sale In Chandgaon R/a Nearby Arabian International Madrasah,3.0,3.0,4,vacant,1650.0,chattogram,"৳9,075,000","Chandgaon Residential Area, 4 No Chandgaon Ward",9075000.0
A 1150 Sq. Ft Apartment Which Is Up For Sale At Sholokbahar Near Dutch Bangla Bank Ltd.,2.0,2.0,1,vacant,1150.0,chattogram,"৳5,800,000","Abdul Latif Road, Sholokbahar",5800000.0
Residential Plot Is Available For Sale In North Patenga Nearby Patenga Sea Beach,,,,vacant,2520.0,chattogram,"৳7,500,000","40 No. North Patenga Ward, Patenga",7500000.0
1360 Square Feet Flat For Sale In 7 No. West Sholoshohor Ward,3.0,3.0,6,vacant,1360.0,chattogram,"৳8,000,000","Mohammadpur, 7 No. West Sholoshohor Ward",8000000.0
An Adequate And Cozy 1500 Sq. Ft Flat Is Ready For Sale At 15 No. Bagmoniram Ward.,3.0,3.0,10,vacant,1500.0,chattogram,"৳10,000,000","Chatteshwari Road, 15 No. Bagmoniram Ward",10000000.0
Well-constructed 1400 Sq. Ft Flat Is Ready For Sale At Lake Valley R/A .,3.0,3.0,1,vacant,1400.0,chattogram,"৳9,200,000","Lake Valley R/A, 9 No. North Pahartali Ward",9200000.0
Great Location! Check Out This Flat For Sale In 16 No. Chawk Bazaar Ward Which Is 1324 Sq Ft,3.0,3.0,6,vacant,1324.0,chattogram,"৳11,500,000","Chawk Bazar, 16 No. Chawk Bazaar Ward",11500000.0
"Apartment Is Ready For Sale At South Khulsi, Near Dutch Bangla Bank Ltd Fast Track",4.0,5.0,10,vacant,2600.0,chattogram,"৳13,500,000","Zakir Hossain Road, Khulshi",13500000.0
"Close to Uttara Residential Area Jame Masjid, an apartment for sale is available in Double Mooring",3.0,3.0,7,vacant,1175.0,chattogram,"৳4,700,000","24 No. North Agrabad Ward, Double Mooring",4700000.0
See This Comfortable 1000 Sq.Ft Flat Is Available For Sale In 6 No East Sholoshohor Ward. And This Is Just What You Are Looking For In A Home!,3.0,2.0,5,vacant,1000.0,chattogram,"৳4,000,000","6 No East Sholoshohor Ward, Bakalia",4000000.0
Plan to move in this 1400 SQ FT flat which is up for sale in 26 No. North Halishahar Ward,3.0,3.0,2,vacant,1400.0,chattogram,"৳8,000,000","26 No. North Halishahar Ward, Halishahar",8000000.0
Select Your Next Residing Place At This Nice Flat Of 1302 Sq Ft In Dewan Bazar,3.0,3.0,8,vacant,1302.0,chattogram,"৳5,859,000","Dewan Bazar, Bakalia",5859000.0
A Well-constructed 1770 Sq Ft Flat Is For Sale In 4 No Chandgaon Ward,3.0,3.0,2,vacant,1770.0,chattogram,"৳7,020,000","Chandgaon Residential Area, 4 No Chandgaon Ward",7020000.0
See This Shop Space For Sale Located In Halishahar Near To Bandartila Bus Stop,,,1,vacant,190.0,chattogram,"৳5,250,000","39 No. South Halishahar Ward, Halishahar",5250000.0
"At Halishahar, 162 Sq Ft Well Fitted Shop Is Ready For Sale Near To Halishahar Thana",,,1,vacant,162.0,chattogram,"৳4,550,000","39 No. South Halishahar Ward, Halishahar",4550000.0
Take This 1162 Sq Ft Flat For Sale In The Settlement Of Khulshi Green Housing Society,3.0,3.0,6,vacant,1162.0,chattogram,"৳6,972,000","Khulshi Green Housing Society, Khulshi",6972000.0
"In The Location Of Cosmopolitan R/A , 2 Bedroom Apartment Is Up For Sale",2.0,2.0,3,vacant,1140.0,chattogram,"৳6,840,000","Cosmopolitan R/A, 7 No. West Sholoshohor Ward",6840000.0
2000 Sq Ft Apartment For Sale In Khushi Nearby Port City University.,3.0,4.0,3,vacant,2000.0,chattogram,"৳13,000,000","Zakir Hossain Road, Khulshi",13000000.0
Well Developed Apartment Of 1253 Sq Ft Is Up For Sale In Dewan Bazar,3.0,3.0,8,vacant,1253.0,chattogram,"৳5,638,500","Dewan Bazar, Bakalia",5638500.0
Bring Your Family To Live A Standard Life In This 1162 Sq Ft Apartment To Sale In Khulshi Green Housing Society,3.0,3.0,6,vacant,1162.0,chattogram,"৳6,972,000","Khulshi Green Housing Society, Khulshi",6972000.0
"1650 SQ FT flat is now for sale in Khulshi, Khulshi Green Housing Society",3.0,3.0,8,vacant,1650.0,chattogram,"৳9,675,000","Yakub Future Park Housing, Khulshi",9675000.0
"Buy This 2000 Sq Ft Apartment In 26 No. North Halishahar Ward, Halishahar Housing Estate",3.0,3.0,5,vacant,2000.0,chattogram,"৳11,000,000","26 No. North Halishahar Ward, Halishahar",11000000.0
"This 1300 Sq Ft Apartment Comes With Peaceful Living In 26 No. North Halishahar Ward, For Sale",3.0,3.0,7,vacant,1300.0,chattogram,"৳4,940,000","26 No. North Halishahar Ward, Halishahar",4940000.0
Buy This Splendid 1700 Sq Ft Flat At Bayazid,3.0,3.0,8,vacant,1700.0,chattogram,"৳7,000,000","Sangbadik Co-operative Housing Society, Bayazid",7000000.0
Check This Beautiful 1302 Sq Ft Residence Is Up For Sale At Dewan Bazar,3.0,3.0,4,vacant,1302.0,chattogram,"৳5,859,000","Dewan Bazar, Bakalia",5859000.0
Obtain This Well Fitted Flat Of 1510 Sq Ft Which Is Up For Sale In Shantibag R/a,3.0,3.0,8,vacant,1510.0,chattogram,"৳7,000,000","24 No. North Agrabad Ward, Double Mooring",7000000.0
A 3 Bedroom And 1550 Sq Ft Properly Developed Flat For Sale In South Agrabad Near To Bangladesh Bank Colony High School,3.0,3.0,6,vacant,1550.0,chattogram,"৳9,300,000","South Agrabad, Double Mooring",9300000.0
"2 Bedroom, 2 Bathroom Apartment With A View Is Up For Sale In Cosmopolitan R/A",2.0,2.0,3,vacant,1120.0,chattogram,"৳6,720,000","Cosmopolitan R/A, 7 No. West Sholoshohor Ward",6720000.0
There Is 3 Bedroom Apartment Up For Sale In The Location Of Bayazid Nearby Paharika Abashik Jam-E-Masjid.,3.0,3.0,6,vacant,1700.0,chattogram,"৳7,000,000","Sangbadik Co-operative Housing Society, Bayazid",7000000.0
A 1565 Square Feet Residential Apartment For Sale Very Near To Baitul Jannat Jame Masjid In Kadamtali,3.0,3.0,2,vacant,1565.0,chattogram,"৳7,500,000","23 No. North Pathantooly Ward, Double Mooring",7500000.0
A 1275 Sq. Ft Apartment Which Is Up For Sale At Bakalia Near To Kalamia Bazar,3.0,3.0,2,vacant,1275.0,chattogram,"৳4,845,000","18 No. East Bakalia Ward, Bakalia",4845000.0
Buy This Amazing 1150 Sq Ft Apartment In The Area Of 6 No East Sholoshohor Ward,3.0,3.0,2,vacant,1150.0,chattogram,"৳5,200,000","6 No East Sholoshohor Ward, Bakalia",5200000.0
Are You In Hurry? No Worries! You Can Buy This 1390 Sq Ft Flat For Sale In Katalgonj,3.0,3.0,3,vacant,1390.0,chattogram,"৳11,000,000","Katalgonj, Panchlaish",11000000.0
A Shop Is Up For Sale In Chandgaon Near Hoque Super Market,,,5,vacant,120.0,chattogram,"৳3,068,000","CDA Avenue, Sholokbahar",3068000.0
Well Designed 1300 Sq Ft Flat For Sale At South Khulshi,3.0,3.0,6,vacant,1300.0,chattogram,"৳9,700,000","South Khulshi, Khulshi",9700000.0
1690 Sq Ft Beautiful Apartment Is Ready For Sale At 24 No. North Agrabad Ward,3.0,3.0,8,vacant,1690.0,chattogram,"৳8,400,000","24 No. North Agrabad Ward, Double Mooring",8400000.0
"Buy This 1162 Sq Ft Flat With 3 Bedrooms, In The Area Of Khulshi",3.0,3.0,7,vacant,1162.0,chattogram,"৳6,972,000","Khulshi Green Housing Society, Khulshi",6972000.0
At Kattali A Suitable Flat Is Up For Sale Which Is 1850 Sq Ft Close To Alamin Hospital,4.0,3.0,5,vacant,1850.0,chattogram,"৳8,500,000","Proshanti R/A, 10 No. North Kattali Ward",8500000.0
Next To Jongi Shah Mosque At Chawk Bazaar This 1592 Square Feet Residential Apartment For Sale.,3.0,4.0,8,vacant,1592.0,chattogram,"৳8,560,000","Munshi Pukur Par, 16 No. Chawk Bazaar Ward",8560000.0
Grab This Lovely Flat Of 1300 Sq Ft Is Up For Sale In Bayazid Before It&#039;s Sold Out,3.0,3.0,1,vacant,1300.0,chattogram,"৳5,600,000","Shershah Colony, Bayazid",5600000.0
Impressive Apartment Of 1360 Sq Ft Is Up For Sale In Double Mooring,3.0,3.0,5,vacant,1360.0,chattogram,"৳7,888,000","24 No. North Agrabad Ward, Double Mooring",7888000.0
1060 Sq Ft Beautiful Apartment Is Ready For Sale In South Khulshi,2.0,2.0,4,vacant,1060.0,chattogram,"৳5,500,000","South Khulshi, Khulshi",5500000.0
